Month,Salesman,Manager,Product,Category, Sales, Profit
6/30/2012,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  1,995 ",  19.95 
6/30/2012,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,567 ",  35.67 
6/30/2012,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  2,872 ",  229.72 
6/30/2012,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  3,216 ",  128.65 
7/31/2012,David Torres,Kimberly Mack,Socks,Accesseries,"  3,802 ",  38.02 
7/31/2012,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,827 ",  56.54 
7/31/2012,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  3,574 ",  35.74 
7/31/2012,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,393 ",  47.85 
7/31/2012,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,486 ",  44.57 
7/31/2012,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  3,694 ",  110.82 
7/31/2012,Brian Harris,Brian Baldwin,Socks,Accesseries,"  1,994 ",  159.55 
7/31/2012,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,618 ",  36.18 
7/31/2012,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,784 ",  37.84 
7/31/2012,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,338 ",  40.14 
7/31/2012,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  1,772 ",  35.43 
7/31/2012,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,621 ",  72.42 
7/31/2012,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  3,000 ",  59.99 
7/31/2012,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  2,802 ",  56.05 
7/31/2012,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,235 ",  134.07 
7/31/2012,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,530 ",  50.59 
7/31/2012,David Torres,Kimberly Mack,Jeans,Cloths,"  1,398 ",  13.98 
7/31/2012,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  4,713 ",  282.80 
7/31/2012,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,988 ",  59.76 
7/31/2012,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,496 ",  29.92 
7/31/2012,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,928 ",  87.83 
7/31/2012,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  3,453 ",  172.66 
7/31/2012,Brian Harris,Brian Baldwin,Jeans,Cloths,"  5,093 ",  50.93 
7/31/2012,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,245 ",  32.45 
7/31/2012,David Torres,Kimberly Mack,Coats,Cloths,"  1,991 ",  19.91 
7/31/2012,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  1,748 ",  34.96 
7/31/2012,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,166 ",  151.63 
7/31/2012,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  3,243 ",  64.86 
7/31/2012,Sarah Parks,Brian Baldwin,Coats,Cloths,"  2,089 ",  20.89 
7/31/2012,Steven Kerr,Brian Baldwin,Coats,Cloths,"  2,052 ",  82.09 
7/31/2012,Brian Harris,Brian Baldwin,Coats,Cloths,"  2,800 ",  167.98 
7/31/2012,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,587 ",  25.87 
7/31/2012,David Torres,Kimberly Mack,Sweaters,Cloths,"  2,924 ",  29.24 
7/31/2012,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  2,336 ",  46.73 
7/31/2012,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,  940 ,  28.19 
7/31/2012,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,594 ",  51.89 
7/31/2012,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,419 ",  72.56 
7/31/2012,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,986 ",  199.30 
7/31/2012,Brian Harris,Brian Baldwin,Sweaters,Cloths,  724 ,  21.72 
7/31/2012,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  4,277 ",  42.77 
7/31/2012,David Torres,Kimberly Mack,Jackets,Cloths,"  1,291 ",  12.91 
7/31/2012,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  1,804 ",  108.26 
7/31/2012,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,"  1,076 ",  64.56 
7/31/2012,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,247 ",  22.47 
7/31/2012,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,426 ",  24.26 
7/31/2012,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  4,678 ",  140.34 
7/31/2012,Brian Harris,Brian Baldwin,Jackets,Cloths,"  5,232 ",  52.32 
7/31/2012,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,  893 ,  17.87 
7/31/2012,David Torres,Kimberly Mack,Shirts,Cloths,"  2,435 ",  24.35 
7/31/2012,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,760 ",  70.42 
7/31/2012,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  4,278 ",  256.69 
7/31/2012,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,110 ",  31.10 
7/31/2012,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  2,102 ",  42.04 
7/31/2012,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  3,019 ",  60.38 
7/31/2012,Brian Harris,Brian Baldwin,Shirts,Cloths,"  3,000 ",  90.00 
7/31/2012,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  3,783 ",  151.30 
7/31/2012,David Torres,Kimberly Mack,Paints,Cloths,"  2,223 ",  22.23 
7/31/2012,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,241 ",  12.41 
7/31/2012,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  3,688 ",  36.88 
7/31/2012,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  2,982 ",  29.82 
7/31/2012,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,833 ",  54.99 
7/31/2012,Steven Kerr,Brian Baldwin,Paints,Cloths,"  3,811 ",  114.34 
7/31/2012,Brian Harris,Brian Baldwin,Paints,Cloths,"  2,278 ",  91.13 
7/31/2012,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,631 ",  32.62 
7/31/2012,David Torres,Kimberly Mack,Hats,Accesseries,"  2,222 ",  22.22 
7/31/2012,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  2,091 ",  41.82 
7/31/2012,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  2,555 ",  76.66 
7/31/2012,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  2,544 ",  50.87 
7/31/2012,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,601 ",  32.02 
7/31/2012,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  4,091 ",  122.72 
7/31/2012,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,669 ",  116.83 
7/31/2012,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,033 ",  40.67 
7/31/2012,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,585 ",  35.85 
7/31/2012,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,181 ",  43.61 
7/31/2012,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  3,574 ",  214.45 
7/31/2012,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,567 ",  31.33 
7/31/2012,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  1,935 ",  58.05 
7/31/2012,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,603 ",  108.08 
7/31/2012,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  2,843 ",  56.86 
7/31/2012,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  3,248 ",  129.93 
8/31/2012,David Torres,Kimberly Mack,Socks,Accesseries,"  3,764 ",  37.64 
8/31/2012,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,799 ",  139.94 
8/31/2012,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  3,682 ",  184.08 
8/31/2012,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,393 ",  23.93 
8/31/2012,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,441 ",  14.41 
8/31/2012,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  3,546 ",  106.39 
8/31/2012,Brian Harris,Brian Baldwin,Socks,Accesseries,"  1,935 ",  77.38 
8/31/2012,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,654 ",  73.08 
8/31/2012,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,822 ",  38.22 
8/31/2012,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,378 ",  13.78 
8/31/2012,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  1,648 ",  82.38 
8/31/2012,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,621 ",  72.42 
8/31/2012,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  3,030 ",  90.89 
8/31/2012,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  2,746 ",  27.46 
8/31/2012,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,235 ",  44.69 
8/31/2012,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,504 ",  75.13 
8/31/2012,David Torres,Kimberly Mack,Jeans,Cloths,"  1,398 ",  13.98 
8/31/2012,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  4,996 ",  199.84 
8/31/2012,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,928 ",  117.14 
8/31/2012,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,511 ",  15.11 
8/31/2012,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,898 ",  57.97 
8/31/2012,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  3,419 ",  170.93 
8/31/2012,Brian Harris,Brian Baldwin,Jeans,Cloths,"  4,940 ",  148.21 
8/31/2012,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,212 ",  128.48 
8/31/2012,David Torres,Kimberly Mack,Coats,Cloths,"  1,991 ",  19.91 
8/31/2012,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  1,643 ",  49.29 
8/31/2012,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,231 ",  22.31 
8/31/2012,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  3,178 ",  63.56 
8/31/2012,Sarah Parks,Brian Baldwin,Coats,Cloths,"  2,109 ",  63.28 
8/31/2012,Steven Kerr,Brian Baldwin,Coats,Cloths,"  2,011 ",  60.33 
8/31/2012,Brian Harris,Brian Baldwin,Coats,Cloths,"  2,828 ",  84.83 
8/31/2012,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,535 ",  76.05 
8/31/2012,David Torres,Kimberly Mack,Sweaters,Cloths,"  2,895 ",  28.95 
8/31/2012,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  2,290 ",  91.59 
8/31/2012,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,  874 ,  43.69 
8/31/2012,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,620 ",  26.20 
8/31/2012,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,394 ",  23.94 
8/31/2012,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,986 ",  79.72 
8/31/2012,Brian Harris,Brian Baldwin,Sweaters,Cloths,  688 ,  41.26 
8/31/2012,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  4,448 ",  177.93 
8/31/2012,David Torres,Kimberly Mack,Jackets,Cloths,"  1,304 ",  13.04 
8/31/2012,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  1,804 ",  54.13 
8/31/2012,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,"  1,119 ",  33.57 
8/31/2012,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,292 ",  22.92 
8/31/2012,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,475 ",  74.24 
8/31/2012,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  4,865 ",  97.30 
8/31/2012,Brian Harris,Brian Baldwin,Jackets,Cloths,"  5,232 ",  156.97 
8/31/2012,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,  920 ,  36.81 
8/31/2012,David Torres,Kimberly Mack,Shirts,Cloths,"  2,435 ",  24.35 
8/31/2012,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,778 ",  106.68 
8/31/2012,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  4,235 ",  211.77 
8/31/2012,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,110 ",  62.19 
8/31/2012,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  2,102 ",  21.02 
8/31/2012,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  2,959 ",  88.76 
8/31/2012,Brian Harris,Brian Baldwin,Shirts,Cloths,"  3,090 ",  92.70 
8/31/2012,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  3,669 ",  146.76 
8/31/2012,David Torres,Kimberly Mack,Paints,Cloths,"  2,245 ",  22.45 
8/31/2012,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,303 ",  26.07 
8/31/2012,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  3,614 ",  253.01 
8/31/2012,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  3,012 ",  60.24 
8/31/2012,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,796 ",  35.92 
8/31/2012,Steven Kerr,Brian Baldwin,Paints,Cloths,"  3,926 ",  196.28 
8/31/2012,Brian Harris,Brian Baldwin,Paints,Cloths,"  2,301 ",  23.01 
8/31/2012,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,598 ",  47.95 
8/31/2012,David Torres,Kimberly Mack,Hats,Accesseries,"  2,244 ",  22.44 
8/31/2012,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  1,965 ",  58.96 
8/31/2012,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  2,504 ",  25.04 
8/31/2012,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  2,594 ",  25.94 
8/31/2012,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,569 ",  15.69 
8/31/2012,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  3,968 ",  119.04 
8/31/2012,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,786 ",  125.01 
8/31/2012,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,054 ",  61.61 
8/31/2012,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,549 ",  35.49 
8/31/2012,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,312 ",  138.69 
8/31/2012,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  3,467 ",  173.35 
8/31/2012,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,567 ",  31.33 
8/31/2012,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  1,974 ",  19.74 
8/31/2012,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,495 ",  69.89 
8/31/2012,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  3,042 ",  91.25 
8/31/2012,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  3,248 ",  97.45 
9/30/2012,David Torres,Kimberly Mack,Socks,Accesseries,"  3,726 ",  37.26 
9/30/2012,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,659 ",  106.35 
9/30/2012,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  3,792 ",  151.68 
9/30/2012,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,369 ",  23.69 
9/30/2012,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,470 ",  14.70 
9/30/2012,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  3,688 ",  110.64 
9/30/2012,Brian Harris,Brian Baldwin,Socks,Accesseries,"  1,877 ",  112.59 
9/30/2012,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,508 ",  140.31 
9/30/2012,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,822 ",  38.22 
9/30/2012,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,295 ",  64.77 
9/30/2012,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  1,598 ",  111.87 
9/30/2012,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,621 ",  72.42 
9/30/2012,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  3,060 ",  61.20 
9/30/2012,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  2,691 ",  134.56 
9/30/2012,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,302 ",  69.05 
9/30/2012,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,504 ",  100.17 
9/30/2012,David Torres,Kimberly Mack,Jeans,Cloths,"  1,384 ",  13.84 
9/30/2012,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  5,046 ",  100.92 
9/30/2012,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,782 ",  139.10 
9/30/2012,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,496 ",  29.92 
9/30/2012,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,985 ",  59.71 
9/30/2012,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  3,487 ",  69.74 
9/30/2012,Brian Harris,Brian Baldwin,Jeans,Cloths,"  4,693 ",  46.93 
9/30/2012,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,148 ",  94.44 
9/30/2012,David Torres,Kimberly Mack,Coats,Cloths,"  1,971 ",  19.71 
9/30/2012,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  1,709 ",  68.35 
9/30/2012,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,209 ",  22.09 
9/30/2012,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  3,242 ",  32.42 
9/30/2012,Sarah Parks,Brian Baldwin,Coats,Cloths,"  2,067 ",  20.67 
9/30/2012,Steven Kerr,Brian Baldwin,Coats,Cloths,"  2,092 ",  83.66 
9/30/2012,Brian Harris,Brian Baldwin,Coats,Cloths,"  2,941 ",  29.41 
9/30/2012,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,611 ",  78.33 
9/30/2012,David Torres,Kimberly Mack,Sweaters,Cloths,"  2,924 ",  29.24 
9/30/2012,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  2,221 ",  22.21 
9/30/2012,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,  839 ,  33.56 
9/30/2012,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,568 ",  25.68 
9/30/2012,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,370 ",  47.41 
9/30/2012,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,946 ",  197.31 
9/30/2012,Brian Harris,Brian Baldwin,Sweaters,Cloths,  715 ,  28.61 
9/30/2012,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  4,359 ",  174.37 
9/30/2012,David Torres,Kimberly Mack,Jackets,Cloths,"  1,291 ",  12.91 
9/30/2012,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  1,913 ",  38.25 
9/30/2012,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,"  1,041 ",  62.44 
9/30/2012,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,315 ",  46.30 
9/30/2012,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,425 ",  48.51 
9/30/2012,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  5,060 ",  151.79 
9/30/2012,Brian Harris,Brian Baldwin,Jackets,Cloths,"  4,971 ",  99.42 
9/30/2012,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,  883 ,  26.50 
9/30/2012,David Torres,Kimberly Mack,Shirts,Cloths,"  2,435 ",  24.35 
9/30/2012,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,707 ",  51.21 
9/30/2012,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  4,151 ",  41.51 
9/30/2012,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,079 ",  30.79 
9/30/2012,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  2,144 ",  42.88 
9/30/2012,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  2,929 ",  58.58 
9/30/2012,Brian Harris,Brian Baldwin,Shirts,Cloths,"  3,214 ",  192.83 
9/30/2012,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  3,742 ",  37.42 
9/30/2012,David Torres,Kimberly Mack,Paints,Cloths,"  2,267 ",  22.67 
9/30/2012,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,382 ",  82.90 
9/30/2012,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  3,867 ",  77.35 
9/30/2012,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  3,012 ",  60.24 
9/30/2012,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,832 ",  36.64 
9/30/2012,Steven Kerr,Brian Baldwin,Paints,Cloths,"  4,043 ",  121.30 
9/30/2012,Brian Harris,Brian Baldwin,Paints,Cloths,"  2,117 ",  148.19 
9/30/2012,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,582 ",  47.47 
9/30/2012,David Torres,Kimberly Mack,Hats,Accesseries,"  2,267 ",  22.67 
9/30/2012,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  1,985 ",  79.40 
9/30/2012,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  2,454 ",  24.54 
9/30/2012,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  2,543 ",  25.43 
9/30/2012,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,537 ",  30.75 
9/30/2012,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  4,008 ",  160.31 
9/30/2012,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,643 ",  65.72 
9/30/2012,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,136 ",  64.08 
9/30/2012,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,549 ",  35.49 
9/30/2012,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,335 ",  93.39 
9/30/2012,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  3,294 ",  131.75 
9/30/2012,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,551 ",  31.02 
9/30/2012,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  1,974 ",  39.48 
9/30/2012,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,320 ",  33.20 
9/30/2012,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  2,859 ",  85.78 
9/30/2012,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  3,216 ",  128.63 
10/31/2012,David Torres,Kimberly Mack,Socks,Accesseries,"  3,763 ",  37.63 
10/31/2012,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,659 ",  106.35 
10/31/2012,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  4,057 ",  40.57 
10/31/2012,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,369 ",  23.69 
10/31/2012,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,485 ",  29.69 
10/31/2012,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  3,614 ",  36.14 
10/31/2012,Brian Harris,Brian Baldwin,Socks,Accesseries,"  1,858 ",  37.16 
10/31/2012,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,508 ",  35.08 
10/31/2012,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,784 ",  37.84 
10/31/2012,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,308 ",  52.33 
10/31/2012,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  1,646 ",  49.38 
10/31/2012,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,621 ",  72.42 
10/31/2012,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  2,968 ",  89.04 
10/31/2012,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  2,557 ",  76.70 
10/31/2012,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,463 ",  147.76 
10/31/2012,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,554 ",  25.54 
10/31/2012,David Torres,Kimberly Mack,Jeans,Cloths,"  1,371 ",  13.71 
10/31/2012,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  5,147 ",  51.47 
10/31/2012,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,754 ",  192.79 
10/31/2012,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,496 ",  14.96 
10/31/2012,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,896 ",  86.87 
10/31/2012,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  3,382 ",  67.65 
10/31/2012,Brian Harris,Brian Baldwin,Jeans,Cloths,"  4,506 ",  90.11 
10/31/2012,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,211 ",  96.32 
10/31/2012,David Torres,Kimberly Mack,Coats,Cloths,"  1,971 ",  19.71 
10/31/2012,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  1,675 ",  50.24 
10/31/2012,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,187 ",  21.87 
10/31/2012,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  3,242 ",  32.42 
10/31/2012,Sarah Parks,Brian Baldwin,Coats,Cloths,"  2,129 ",  63.88 
10/31/2012,Steven Kerr,Brian Baldwin,Coats,Cloths,"  2,112 ",  105.62 
10/31/2012,Brian Harris,Brian Baldwin,Coats,Cloths,"  3,058 ",  30.58 
10/31/2012,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,689 ",  80.68 
10/31/2012,David Torres,Kimberly Mack,Sweaters,Cloths,"  2,924 ",  29.24 
10/31/2012,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  2,221 ",  66.63 
10/31/2012,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,  814 ,  40.69 
10/31/2012,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,542 ",  50.85 
10/31/2012,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,418 ",  24.18 
10/31/2012,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,788 ",  37.88 
10/31/2012,Brian Harris,Brian Baldwin,Sweaters,Cloths,  658 ,  26.32 
10/31/2012,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  4,272 ",  128.16 
10/31/2012,David Torres,Kimberly Mack,Jackets,Cloths,"  1,304 ",  13.04 
10/31/2012,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  1,798 ",  35.96 
10/31/2012,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,"  1,082 ",  54.12 
10/31/2012,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,315 ",  23.15 
10/31/2012,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,425 ",  24.25 
